OrigName;Group;Family;Genus;Species;AphiaID;rank;UsedName;study ID;Authors;Year;Title;Journal;OctoClade;ZooClade;Symbiont;Realm;Province;Ecoregion;Climate;DepthMin;DepthMax;StudyType;StudyTypeN;ResearchProblem;ResearchProblemN;Hmean;Hsd;Hconsidering;Pmean;Psd;Rmean;Rsd;CHARmean;CZARmean;SfG;count;revision ok?;info
Ovabunda macrospiculata;Alcyoniina;Xeniidae;Ovabunda;Ovabunda macrospiculata;290553;Species;Ovabunda macrospiculata;129;Mergner and Svoboda;1977;Productivity and seasonal changes in selected reef areas in the Gulf of Aqaba (Red Sea);Helgoländer Wissenschaftliche Meeresuntersuchungen;A;NA;Zooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;1;40;Descriptive field study;1;"Role of autotrophy; Feeding activity rhythms; Seasonal variability";3;NA;NA;NA;843;NA;702.5;NA;NA;120;NA;1;ok;Original data on table 2. The data expressed in units of oxygen were converted into  units of carbon by using a conversion factor of 0.281, based on McCloskey et al. (1978).
Xenia membranacea;Alcyoniina;Xeniidae;Xenia;Xenia membranacea;210012;Species;Xenia membranacea;129;Mergner and Svoboda;1977;Productivity and seasonal changes in selected reef areas in the Gulf of Aqaba (Red Sea);Helgoländer Wissenschaftliche Meeresuntersuchungen;A;C;Zooxanthellate;Western Indo-Pacific;Red Sea and Gulf of Aden;Northern and Central Red Sea;Tropical;1;40;Descriptive field study;1;"Role of autotrophy; Feeding activity rhythms; Seasonal variability";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Leptogorgia virgulata;Holaxonia;Gorgoniidae;Leptogorgia;Leptogorgia virgulata;158288;Species;Leptogorgia virgulata;130;Leversee;1976;Flow and feeding in fan-shaped colonies of the gorgonian coral, Leptogorgia;Biological Bulletin;A;NA;Azooxanthellate;Temperate Northern Atlantic;Warm Temperate Northwest Atlantic;Carolinian;Temperate;5;7;"Descriptive field study; Laboratorial study";2;"Experimental diet description; Feeding responses to environmental forces";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Alcyonium digitatum;Alcyoniina;Alcyoniidae;Alcyonium;Alcyonium digitatum;125333;Species;Alcyonium digitatum;131;Hartnoll;1975;The annual cycle of Alcyonium digitatum;Estuarine and Coastal Marine Science;A;NA;Azooxanthellate;Temperate Northern Atlantic;Northern European Seas;Celtic Seas;Temperate;10;20;Descriptive field study;1;Feeding activity rhythms;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Muricea californica;Holaxonia;Plexauridae;Muricea;Muricea californica;287556;Species;Muricea californica;132;Grigg;1972;Orientation and growth form of sea fans;Limnology and Oceanography;A;B;Azooxanthellate;Temperate Northern Pacific;Warm Temperate Northeast Pacific;Southern California Bigh;Temperate;10;40;Descriptive field study;1;Others subjects;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Muricea fruticosa;Holaxonia;Plexauridae;Muricea;Muricea fruticosa;287562;Species;Muricea fruticosa;132;Grigg;1972;Orientation and growth form of sea fans;Limnology and Oceanography;A;B;Azooxanthellate;Temperate Northern Pacific;Warm Temperate Northeast Pacific;Southern California Bigh;Temperate;10;40;Descriptive field study;1;Others subjects;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Xenia hicksoni;Alcyoniina;Xeniidae;Xenia;Xenia hicksoni;210013;Species;Xenia hicksoni;133;Goreau;1971;Reef Corals: Autotrophs or Heterotrophs?;The Biological Bulletin;A;NA;Zooxanthellate;NA;NA;NA;NA;NA;NA;Laboratorial study;1;Role of autotrophy;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Briareum hamrum;Scleraxonia;Briareidae;Briareum;Briareum hamrum;289539;Species;Briareum hamrum;133;Goreau;1971;Reef Corals: Autotrophs or Heterotrophs?;The Biological Bulletin;B;NA;Zooxanthellate;NA;NA;NA;NA;NA;NA;Laboratorial study;1;Role of autotrophy;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Gorgonia ventalina;Holaxonia;Gorgoniidae;Gorgonia;Gorgonia ventalina;290045;Species;Gorgonia ventalina;134;Wainwright and Dillon;1969;On the orientation of sea fans (genus Gorgonia);Biological Bulletin;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Floridian;Tropical;1;9;Descriptive field study;1;Feeding responses to environmental forces;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Gorgonia flabellum;Holaxonia;Gorgoniidae;Gorgonia;Gorgonia flabellum;290029;Species;Gorgonia flabellum;134;Wainwright and Dillon;1969;On the orientation of sea fans (genus Gorgonia);Biological Bulletin;A;B;Zooxanthellate;Tropical Atlantic;Tropical Northwestern Atlantic;Floridian;Tropical;1;9;Descriptive field study;1;Feeding responses to environmental forces;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
Alcyonium digitatum;Alcyoniina;Alcyoniidae;Alcyonium;Alcyonium digitatum;125333;Species;Alcyonium digitatum;135;Roushdy and Hansen;1961;Filtration of phytoplankton by the octocoral Alcyonium digitatum L.;Nature;A;NA;Azooxanthellate;NA;NA;NA;NA;NA;NA;Laboratorial study;1;"Experimental diet description; Prey selectivity";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;ok;
